"type","date","summary","link","critical","non_critical","hall","crit_count","noncrit_count","year","month"
"Standard Inspection",2022-08-31,"2 critical & 0 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=861D31779BA7E3D6852588AF006DE176","
3717-1-06.4(K) / Controlling pests.Critical    Presence of live insects, rodents, and other pests.
-Observed 4 house flies in the kitchen around the dish machine. 
-Abate the pest issue. 
 3717-1-05.3(C) / Sewage and other liquid waste: Backflow prevention.Critical    No air gap between the sewage system and a drain originating from equipment in which food, portable equipment, or utensils are placed.
-Observed the three compartment sink at the bar to have a drainage line that was inserted into the seage system drain. 
-As discussed at the consultation after the renovations, an air gap must be present between the drain and the sewage system. Adjust the plumbing to correct this violation.  
","

","Thi Ni Thai",2,0,2022,"August"
"Consultation Inspection",2022-06-27,"0 critical & 0 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=2096D2F736A51D978525886E006ECF2B","
No critical violations were documented at the time of inspection.
","
No violations were documented at the time of inspection.
","Thi Ni Thai",0,0,2022,"June"
"Standard Inspection",2022-02-07,"1 critical & 4 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=0C4E666321E60332852587E2007824DE","
3717-1-03.4(H)(1) / Ready-to-eat, time/temperature controlled for safety food - disposition.Critical  Corrected During Inspection Ready-to-eat, TCS food not properly discarded when required.
-Observed partially cooked chicken wings with a date of 1/27 on container in refrigeration.
-Observed cut peppers dated 1/27 in container in reach-in. 
-Wings were voluntarily discarded to prevent foodborne illness. 
","
 3717-1-02.2(F)(2) / Fingernails - artificial  Corrected During Inspection Observed employee with polished nails working with exposed foods without the use of gloves.. 
 3717-1-04(H) / Nonstick coatings - use limitation.  Corrected During Inspection Improper use and/or maintenance of equipment and utensils that have non-stick coating.
-Observed heavily scored non-stick skillets, removed. 
 3717-1-04.2(I) / Sanitizing solutions - testing devices. Repeat   No sanitizer test kit available. Bar or 3 compartment sink. 
 3717-1-04.2(H)(2) / Temperature measuring devices - mechanical warewashing.    Irreversible registering temperature indicator or thermo labels not readily accessible for hot water mechanical warewashing operations.
 
","Thi Ni Thai",1,4,2022,"February"
"Standard Inspection",2021-12-15,"1 critical & 1 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=5CD2D52D03343EC3852587AC0078FB14","
3717-1-03.2(N)(1) / Gloves - use limitationCritical  Corrected During Inspection Ensure gloves are properly changed after contaminated. Observed employee contaminate gloves with clothes and continue working- discussed with employee-employee changed gloves during inspection. 
","
 3717-1-03.2(K) / In-use utensils - between-use storage.  Corrected During Inspection In-use utensils improperly stored. Observed ice scoop handle stored on ice- ensure handle is up, out of ice at all times. 
Observed employee use dry wiping cloth on cooking utensil- ensure that utensils are properly cleaned and not wiped down with dry wiping cloths.  
","Thi Ni Thai",1,1,2021,"December"
"Standard Inspection",2020-10-29,"4 critical & 3 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=7E41C064874E693D8525861000744E7A","
3717-1-05.1(O)(2) / Using a handwashing sink - other uses prohibited.Critical  Corrected During Inspection Handwashing sink is being used for purposes other than handwashing. Observed drink can in handwashing sink at bar. Can removed during inspection. Do not use handwashing sinks for other purposes. 
 3717-1-03.1(R)(1) / Shellstock - maintaining identification.Critical    Shellstock tags improperly removed from the container. Observed fresh clams being cooked in facility. Facility is not maintaining shellstock tags. Tags shall be kept in order for a minimum of 90 days for all shellstock. Discussed with owner. 
 3717-1-03.4(F)(1)(b) / Time/temperature controlled for safety food - cold holding.Critical  Corrected During Inspection TCS foods not being cold held at the proper temperature. Items in ice bath behind bar 41-48*F- discussed keeping items inside cooler instead. Items moved during inspection. 
 3717-1-07.1(A) / Poisonous or toxic materials: Storage: separation.Critical  Corrected During Inspection Improper storage of poisonous or toxic materials. Observed chemical bottles stored on rack above single use item and cooking oil. Chemicals moved during inspection. 
","
 3717-1-03.2(M) / Wiping cloths - use limitation.    Improper use and/or maintenance of wiping cloths. Observed wet wiping cloths on counters- store cloths in sanitizer when not in use. 
 3717-1-03.2(K) / In-use utensils - between-use storage.  Corrected During Inspection In-use utensils improperly stored. Observed rice scoop in water at 66*F- water shall be 135*F or above. Discussed keeping utensil dry. 
 3717-1-04.2(I) / Sanitizing solutions - testing devices.    No sanitizer test kit available. Obtain temperature test kit for hot water sanitizing dishwasher. Discussed temperature strips/ stickers. 
","Thi Ni Thai",4,3,2020,"October"
"Standard/30 Day Inspection",2020-01-10,"1 critical & 1 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=A8F89FB3DC8478DE852584EB007A9BD4","
 3717-1-07(B) / Poisonous or toxic materials: Working containers - common name.Critical  Corrected During Inspection Working containers of poisonous or toxic materials not properly labeled.
-Observed soap squeeze bottles without a label. 
","
3717-1-02.4(A)(2) / PIC - Manager Certification    Facility does not have an employee with manager certification in food protection. 
","Thi Ni Thai",1,1,2020,"January"
"Standard/Critical Control Point Inspection",2025-04-09,"1 critical & 1 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=8B1660DCFBA9192785258C67005BDF0C","
3717-1-04.4(L) / Mechanical warewashing equipment - hot water sanitization temperaturesCritical    Hot water for mechanical sanitization is below required temperature.
-Observed the mechanical warewashing machine to reach varying temperatures between 150-156*F.
-PIC instructed employees to sanitize equipment in the three compartment sink until the machine is repaired.
-Provide LCPH with repair invoices. 
","
 3717-1-05.1(S) / Plumbing system - maintained in good repair.    Plumbing system not properly maintained or repaired.
-Observed water leaking from pipes near the trash disposal area of the rinse off sink adjacent to the dish machine.
-Observed pooled water on the ground in the back of the facility near an electrical room. Source of the leak was unidentifiable.
-Repair the leak and investigate the pooled water. 
","Wilder Hall",1,1,2025,"April"
"Complaint Inspection",2025-02-06,"0 critical & 0 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=746122F56C60768185258C290059C45F","
No critical violations were documented at the time of inspection.
","
No violations were documented at the time of inspection.
","Wilder Hall",0,0,2025,"February"
"Standard/Critical Control Point Inspection",2024-10-07,"1 critical & 1 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=16B729246880CD3485258BAF0059813C","
3717-1-03.4(F)(1)(b) / Time/temperature controlled for safety food - cold holding.Critical  Corrected During Inspection TCS foods not being cold held at the proper temperature.
-Observed packaged sushi containers over stacked in the prep top cooler. Internal temperatures of sushi ranged between 46-50*F. 
-An employee reports the sushi was made an hour beforehand and prepped for lunch service.
-The employee moved excess sushi to a separate cooler.
-Ensure food items are not filled beyond the temperature threshold line.
-Discussed prepping sushi in smaller amounts so sushi is not left in large amounts on the counter. 
","
 3717-1-03.2(M) / Wiping cloths - use limitation.  Corrected During Inspection Improper use and/or maintenance of wiping cloths.
-Observed wet rags stored on the ground next to the hot holding unit in the Rathskeller service area.
-PIC instructed an employee to remove the rags. 
","Wilder Hall",1,1,2024,"October"
"Standard/Critical Control Point Inspection",2024-04-15,"0 critical & 0 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=50FF6F647DA8794685258B00005A6CF9","
No critical violations were documented at the time of inspection.
","
No violations were documented at the time of inspection.
","Wilder Hall",0,0,2024,"April"
